IP,id,id2,counter,core_temp,ADC1,ADC2,ADC3,battery
fd00::212:4b00:615:aaee,171,0,407,22143,17516,0,1496,3106
fd00::212:4b00:615:aaee,171,0,408,22381,17516,0,1496,3105
fd00::212:4b00:615:aaee,171,0,409,22381,17516,0,1492,3104
fd00::212:4b00:615:aaee,171,0,410,21905,17520,0,1492,3102
fd00::212:4b00:615:aaee,171,0,411,22143,17524,0,1492,3103
fd00::212:4b00:615:aaee,171,0,412,22143,17524,0,1492,3100
fd00::212:4b00:615:aaee,171,0,413,21905,17524,0,1492,3099
fd00::212:4b00:615:aaee,171,0,414,22143,17524,0,1496,3099
fd00::212:4b00:615:aaee,171,0,415,22143,17524,0,1492,3098
fd00::212:4b00:615:aaee,171,0,416,22143,17528,0,1492,3098
fd00::212:4b00:615:aaee,171,0,417,21905,17524,0,1492,3096
fd00::212:4b00:615:aaee,171,0,418,21905,17528,0,1492,3093
fd00::212:4b00:615:aaee,171,0,419,21905,17528,0,1488,3092
fd00::212:4b00:615:aaee,171,0,420,22143,17528,0,1492,3093
fd00::212:4b00:615:aaee,171,0,421,21905,17532,0,1496,3089
fd00::212:4b00:615:aaee,171,0,422,22143,17532,0,1496,3089
fd00::212:4b00:615:aaee,171,0,423,22143,17528,0,1496,3087
fd00::212:4b00:615:aaee,171,0,424,21905,17524,0,1492,3086
fd00::212:4b00:615:aaee,171,0,425,22143,17528,0,1496,3086
fd00::212:4b00:615:aaee,171,0,426,21905,17532,0,1492,3084
fd00::212:4b00:615:aaee,171,0,427,22143,17532,0,1492,3085
fd00::212:4b00:615:aaee,171,0,428,21905,17532,0,1492,3082
fd00::212:4b00:615:aaee,171,0,429,21905,17536,0,1492,3080
fd00::212:4b00:615:aaee,171,0,430,21905,17536,0,1492,3079
fd00::212:4b00:615:aaee,171,0,431,21905,17532,0,1492,3079
fd00::212:4b00:615:aaee,171,0,432,21905,17536,0,1492,3078
fd00::212:4b00:615:aaee,171,0,433,21905,17536,0,1488,3078
fd00::212:4b00:615:aaee,171,0,434,21667,17540,0,1488,3074
fd00::212:4b00:615:aaee,171,0,435,22143,17536,0,1492,3075
fd00::212:4b00:615:aaee,171,0,436,22143,17540,0,1492,3072
fd00::212:4b00:615:aaee,171,0,437,22143,17540,0,1496,3071
fd00::212:4b00:615:aaee,171,0,438,21905,17536,0,1496,3069
fd00::212:4b00:615:aaee,171,0,439,22143,17540,0,1492,3068
fd00::212:4b00:615:aaee,171,0,440,21905,17540,0,1496,3067
fd00::212:4b00:615:aaee,171,0,441,21905,17540,0,1492,3065
fd00::212:4b00:615:aaee,171,0,442,21905,17544,0,1492,3065
fd00::212:4b00:615:aaee,171,0,443,21667,17544,0,1492,3063
fd00::212:4b00:615:aaee,171,0,444,21905,17544,0,1492,3062
fd00::212:4b00:615:aaee,171,0,445,21905,17548,0,1492,3061
fd00::212:4b00:615:aaee,171,0,446,21905,17548,0,1492,3060
fd00::212:4b00:615:aaee,171,0,447,21667,17548,0,1492,3059
fd00::212:4b00:615:aaee,171,0,448,21667,17548,0,1488,3056
fd00::212:4b00:615:aaee,171,0,449,21905,17548,0,1488,3056
fd00::212:4b00:615:aaee,171,0,450,21667,17552,0,1488,3054
fd00::212:4b00:615:aaee,171,0,451,21905,17552,0,1492,3053
fd00::212:4b00:615:aaee,171,0,452,21667,17552,0,1492,3051
fd00::212:4b00:615:aaee,171,0,453,21905,17552,0,1496,3049
fd00::212:4b00:615:aaee,171,0,454,21905,17552,0,1496,3048
fd00::212:4b00:615:aaee,171,0,455,21667,17552,0,1492,3046
fd00::212:4b00:615:aaee,171,0,456,21905,17548,0,1492,3046
fd00::212:4b00:615:aaee,171,0,457,21667,17556,0,1492,3044
fd00::212:4b00:615:aaee,171,0,458,21905,17560,0,1492,3044
fd00::212:4b00:615:aaee,171,0,459,21667,17556,0,1488,3041
fd00::212:4b00:615:aaee,171,0,460,21667,17560,0,1492,3039
fd00::212:4b00:615:aaee,171,0,461,21667,17560,0,1492,3038
fd00::212:4b00:615:aaee,171,0,462,21667,17560,0,1488,3038
fd00::212:4b00:615:aaee,171,0,463,21667,17560,0,1488,3037
fd00::212:4b00:615:aaee,171,0,464,21905,17564,0,1492,3035
fd00::212:4b00:615:aaee,171,0,465,21667,17564,0,1488,3031
fd00::212:4b00:615:aaee,171,0,466,21905,17568,0,1492,3031
fd00::212:4b00:615:aaee,171,0,467,21905,17524,0,1492,3030
fd00::212:4b00:615:aaee,171,0,468,21905,17564,0,1496,3027
fd00::212:4b00:615:aaee,171,0,469,21667,17564,0,1492,3026
fd00::212:4b00:615:aaee,171,0,470,21667,17560,0,1492,3024
fd00::212:4b00:615:aaee,171,0,471,21667,17564,0,1492,3023
fd00::212:4b00:615:aaee,171,0,472,21667,17568,0,1492,3021
fd00::212:4b00:615:aaee,171,0,473,21667,17576,0,1488,3021
fd00::212:4b00:615:aaee,171,0,474,21429,17576,0,1488,3018
fd00::212:4b00:615:aaee,171,0,475,21667,17568,0,1492,3018
fd00::212:4b00:615:aaee,171,0,476,21667,17572,0,1492,3016
fd00::212:4b00:615:aaee,171,0,477,21667,17576,0,1492,3014
fd00::212:4b00:615:aaee,171,0,478,21429,17576,0,1492,3012
fd00::212:4b00:615:aaee,171,0,479,21429,17576,0,1488,3010
fd00::212:4b00:615:aaee,171,0,480,21429,17576,0,1488,3009
fd00::212:4b00:615:aaee,171,0,481,21429,17580,0,1488,3007
fd00::212:4b00:615:aaee,171,0,482,21905,17584,0,1492,3006
fd00::212:4b00:615:aaee,171,0,483,21429,17580,0,1492,3004
fd00::212:4b00:615:aaee,171,0,484,21667,17580,0,1492,3002
fd00::212:4b00:615:aaee,171,0,485,21667,17580,0,1492,3000
fd00::212:4b00:615:aaee,171,0,486,21429,17580,0,1492,2998
fd00::212:4b00:615:aaee,171,0,487,21667,17580,0,1492,2998
fd00::212:4b00:615:aaee,171,0,488,21429,17588,0,1492,2995
fd00::212:4b00:615:aaee,171,0,489,21667,17588,0,1488,2995
fd00::212:4b00:615:aaee,171,0,490,21429,17588,0,1488,2993
